City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,San Isidro,PE,2022-03-08 20:42:45,-12.1167,-77.05,80.51,87,0,12.66
295,Ulaangom,MN,2022-03-08 20:42:45,49.9811,92.0667,7.54,69,33,5.68
296,Piracaia,BR,2022-03-08 20:40:10,-23.0539,-46.3581,83.86,83,73,1.81
297,Lagoa,PT,2022-03-08 20:42:46,39.05,-27.9833,59.34,81,52,22.88
298,Angul,IN,2022-03-08 20:42:47,20.85,85.1,68.16,28,0,2.1
299,Sambava,MG,2022-03-08 20:42:47,-14.2667,50.1667,75.85,91,100,6.11
300,Clyde River,CA,2022-03-08 20:42:48,70.4692,-68.5914,-7.37,77,100,16.11
301,Nobeoka,JP,2022-03-08 20:42:48,32.5833,131.6667,42.66,66,13,4.88
302,Waghai,IN,2022-03-08 20:42:49,20.7667,73.4833,77.67,47,17,3.44
303,Cartagena,CO,2022-03-08 20:42:50,10.3997,-75.5144,85.62,62,20,9.22
304,Sao Filipe,CV,2022-03-08 20:42:50,14.8961,-24.4956,71.15,70,57,10.0
305,Mitu,CO,2022-03-08 20:42:50,1.1983,-70.1733,86.25,57,75,2.95
306,Constitucion,CL,2022-03-08 20:40:57,-35.3333,-72.4167,64.56,66,0,8.01
307,Vajszlo,HU,2022-03-08 20:42:51,45.8596,17.9841,36.72,57,5,4.74
308,Port Hardy,CA,2022-03-08 20:41:13,50.6996,-127.4199,48.2,81,75,6.91
309,Chipiona,ES,2022-03-08 20:42:52,36.7366,-6.437,57.31,94,0,5.75
310,Lompoc,US,2022-03-08 20:42:53,34.6391,-120.4579,72.79,38,0,16.11
311,Sokoni,TZ,2022-03-08 20:42:53,-6.4333,39.55,82.69,76,96,12.55
312,Werda,BW,2022-03-08 20:42:54,-25.2667,23.2833,64.49,92,100,7.16
313,Cayenne,GF,2022-03-08 20:42:54,4.9333,-52.3333,79.09,89,75,9.22
314,Matucana,PE,2022-03-08 20:42:55,-11.85,-76.4,57.78,97,100,5.21
315,Guerrero Negro,MX,2022-03-08 20:38:32,27.9769,-114.0611,70.63,20,0,12.01
316,Idlib,SY,2022-03-08 20:42:56,35.9306,36.6339,51.19,86,100,1.74
317,Laguna,US,2022-03-08 20:42:56,38.421,-121.4238,71.4,36,0,3.44
318,Leshukonskoye,RU,2022-03-08 20:39:17,64.8989,45.7622,-4.97,99,95,4.32
319,Namatanai,PG,2022-03-08 20:42:57,-3.6667,152.4333,79.99,80,73,6.38
320,Bremerton,US,2022-03-08 20:38:18,47.5673,-122.6326,47.98,88,100,3.44
321,Dingle,PH,2022-03-08 20:42:31,10.9995,122.6711,74.89,93,80,8.88
322,Neiafu,TO,2022-03-08 20:43:58,-18.65,-173.9833,77.68,94,100,5.75
323,Piacabucu,BR,2022-03-08 20:43:59,-10.4056,-36.4344,79.63,76,92,7.16
324,Arlit,NE,2022-03-08 20:43:59,18.7369,7.3853,74.55,5,72,9.66
325,Vao,NC,2022-03-08 20:44:00,-22.6667,167.4833,79.05,71,3,3.2
326,Mansoa,GW,2022-03-08 20:43:05,12.0733,-15.3189,79.97,43,57,6.29
327,Champerico,GT,2022-03-08 20:44:01,14.3,-91.9167,93.74,57,0,13.44
328,Sarh,TD,2022-03-08 20:44:01,9.1429,18.3923,91.31,29,0,0.0
329,Pitimbu,BR,2022-03-08 20:44:02,-7.4706,-34.8086,84.79,69,54,9.62
330,Nechi,CO,2022-03-08 20:44:02,8.0942,-74.7757,88.74,53,62,1.97
331,Opuwo,NA,2022-03-08 20:44:03,-18.0607,13.84,72.72,48,60,5.7
332,Along,IN,2022-03-08 20:44:04,28.1667,94.7667,58.3,57,0,2.17
333,Katsuura,JP,2022-03-08 20:44:04,35.1333,140.3,42.19,74,37,13.22
334,Maues,BR,2022-03-08 20:44:05,-3.3836,-57.7186,80.64,87,61,2.68
335,Betare Oya,CM,2022-03-08 20:44:06,5.6,14.0833,81.75,39,98,1.48
336,Ilo,PE,2022-03-08 20:44:06,-17.6394,-71.3375,70.66,68,100,12.66
337,Znamenskoye,RU,2022-03-08 20:44:06,57.1281,73.8282,-10.75,99,80,4.85
338,Kalinino,RU,2022-03-08 20:44:07,59.6167,42.25,-12.77,100,57,3.18
339,Garowe,SO,2022-03-08 20:44:08,8.4054,48.4845,68.79,76,54,12.17
340,Los Llanos De Aridane,ES,2022-03-08 20:44:08,28.6585,-17.9182,60.55,85,0,8.05
341,Paulista,BR,2022-03-08 20:44:09,-7.9408,-34.8731,84.06,70,81,7.87
342,Guarapuava,BR,2022-03-08 20:44:09,-25.3953,-51.4581,66.43,96,93,2.82
343,Gadwal,IN,2022-03-08 20:44:10,16.2333,77.8,78.69,45,36,5.06
344,Salta,AR,2022-03-08 20:44:10,-24.7859,-65.4117,72.19,80,75,11.5
345,Kirakira,SB,2022-03-08 20:44:11,-10.4544,161.9205,81.97,80,100,3.91
346,Bandarbeyla,SO,2022-03-08 20:44:12,9.4942,50.8122,76.28,67,19,9.95
347,Giresun,TR,2022-03-08 20:44:12,40.5,38.5,16.92,96,100,5.08
348,Itoman,JP,2022-03-08 20:44:13,26.1247,127.6694,59.02,66,0,5.75
349,Guadalupe Y Calvo,MX,2022-03-08 20:44:14,26.1,-106.9667,59.36,10,2,13.33
350,Udachnyy,RU,2022-03-08 20:44:14,66.4167,112.4,-20.69,100,100,4.0
351,Ocos,GT,2022-03-08 20:44:15,14.5094,-92.1933,93.7,59,0,12.3
352,Beira,MZ,2022-03-08 20:44:16,-19.8436,34.8389,82.49,69,20,12.66
353,Tezu,IN,2022-03-08 20:41:16,27.9167,96.1667,69.13,27,47,4.23
354,Dongzhen,CN,2022-03-08 20:44:16,22.3797,110.9389,58.35,77,3,2.04
355,San Patricio,US,2022-03-08 20:44:17,28.017,-97.5169,52.18,81,100,9.82
356,Faanui,PF,2022-03-08 20:44:17,-16.4833,-151.75,81.46,73,77,12.71
357,Lishan,CN,2022-03-08 20:44:18,31.8576,113.2951,51.89,71,0,2.55
358,Calca,PE,2022-03-08 20:44:18,-13.3333,-71.95,63.75,67,98,5.68
359,Barda,AZ,2022-03-08 20:44:19,40.3744,47.1267,50.0,44,4,16.82
360,Haines Junction,CA,2022-03-08 20:44:19,60.7522,-137.5108,10.35,56,82,2.3
361,Coquimbo,CL,2022-03-08 20:43:39,-29.9533,-71.3436,65.93,72,0,16.11
362,Swift Current,CA,2022-03-08 20:44:20,50.2834,-107.8014,9.41,78,40,18.41
363,Zhifang,CN,2022-03-08 20:44:21,30.35,114.3167,55.38,72,0,7.18
364,Jamsa,FI,2022-03-08 20:44:21,61.8642,25.19,28.15,97,99,3.49
365,Alice Springs,AU,2022-03-08 20:44:22,-23.7,133.8833,58.55,67,0,5.75
366,Sibolga,ID,2022-03-08 20:45:23,1.7427,98.7792,76.26,87,100,3.04
367,Aleksandrov Gay,RU,2022-03-08 20:45:23,50.147,48.5704,21.79,93,100,4.68
368,Roald,NO,2022-03-08 20:45:24,62.5833,6.1333,39.34,45,0,6.91
369,Geraldton,AU,2022-03-08 20:45:25,-28.7667,114.6,79.21,31,14,12.66
370,Seoul,KR,2022-03-08 20:41:33,37.5683,126.9778,38.64,93,75,3.44
371,Sorong,ID,2022-03-08 20:45:26,-0.8833,131.25,76.86,87,100,4.99
372,Fare,PF,2022-03-08 20:45:26,-16.7,-151.0167,81.39,72,35,12.46
373,Staroye Drozhzhanoye,RU,2022-03-08 20:45:27,54.7266,47.5677,10.26,95,100,8.75
374,Kaeo,NZ,2022-03-08 20:45:28,-35.1,173.7833,66.33,96,99,9.62
375,Touros,BR,2022-03-08 20:45:28,-5.1989,-35.4608,85.1,71,19,12.66
376,Sinazongwe,ZM,2022-03-08 20:45:29,-17.2614,27.4618,76.86,76,14,1.9
377,Tadotsu,JP,2022-03-08 20:45:29,34.275,133.75,37.98,62,9,2.89
378,La Florida,CO,2022-03-08 20:45:30,1.2985,-77.4061,69.21,68,40,9.22
379,Seminole,US,2022-03-08 20:45:31,28.7086,-81.2081,90.25,69,40,4.61
380,Eureka,US,2022-03-08 20:45:31,40.8021,-124.1637,58.57,69,24,7.0
381,Vila Franca Do Campo,PT,2022-03-08 20:45:32,37.7167,-25.4333,62.2,92,100,23.91
382,Mogadouro,PT,2022-03-08 20:45:32,41.3403,-6.7119,42.78,94,43,3.87
383,Shumikha,RU,2022-03-08 20:45:33,55.2261,63.2961,-3.98,99,100,3.74
384,Chililabombwe,ZM,2022-03-08 20:45:34,-12.3648,27.8229,64.27,97,100,4.43
385,Novopetrovskoye,RU,2022-03-08 20:45:34,55.9928,36.4719,20.41,97,96,6.11
386,Lugo,ES,2022-03-08 20:45:35,43.0,-7.5,45.23,95,61,1.99
387,Kintinku,TZ,2022-03-08 20:45:36,-5.8833,35.2333,76.57,87,100,1.57
388,Asfi,MA,2022-03-08 20:45:36,32.2994,-9.2372,56.62,84,0,14.67
389,Taltal,CL,2022-03-08 20:45:36,-25.4,-70.4833,70.41,75,23,6.6
390,Kandrian,PG,2022-03-08 20:45:37,-6.2167,149.55,78.39,85,99,2.82
391,Kendari,ID,2022-03-08 20:45:37,-3.945,122.4989,74.64,93,100,2.75
392,Pangnirtung,CA,2022-03-08 20:45:38,66.1451,-65.7125,-0.4,78,100,8.05
393,Zemio,CF,2022-03-08 20:45:38,5.0314,25.1361,79.5,48,30,2.17
394,Kaitangata,NZ,2022-03-08 20:45:39,-46.2817,169.8464,54.75,91,100,3.87
395,Staraya Russa,RU,2022-03-08 20:45:40,57.9944,31.3608,10.76,94,22,3.71
396,Tual,ID,2022-03-08 20:45:40,-5.6667,132.75,82.9,74,92,3.47
397,Atambua,ID,2022-03-08 20:45:41,-9.1061,124.8925,72.86,89,100,3.29
398,Kupang,ID,2022-03-08 20:43:57,-10.1667,123.5833,76.8,90,100,7.9
399,Meulaboh,ID,2022-03-08 20:45:41,4.1363,96.1285,75.97,87,99,1.32
400,Kashi,CN,2022-03-08 20:45:42,39.4547,75.9797,51.22,27,20,11.18
401,Ust-Kulom,RU,2022-03-08 20:45:42,61.6864,53.6902,-14.93,100,48,2.15
402,Rengo,CL,2022-03-08 20:44:21,-34.4167,-70.8667,80.92,21,0,8.3
403,Nuuk,GL,2022-03-08 20:45:43,64.1835,-51.7216,18.21,67,20,12.66
404,Christchurch,NZ,2022-03-08 20:42:17,-43.5333,172.6333,70.41,79,83,4.61
405,Urengoy,RU,2022-03-08 20:45:44,65.9667,78.3667,-23.58,96,31,12.35
406,Oakdale,US,2022-03-08 20:42:34,44.963,-92.9649,37.76,63,100,12.66
407,Sao Gabriel,BR,2022-03-08 20:45:45,-30.3364,-54.32,83.91,47,57,6.06
408,El Cobre,CU,2022-03-08 20:45:45,20.0489,-75.9469,80.04,74,40,17.27
409,Dubbo,AU,2022-03-08 20:45:46,-32.25,148.6167,62.73,82,100,6.91
410,Tiznit,MA,2022-03-08 20:45:46,29.5833,-9.5,55.2,58,76,1.59
411,Korla,CN,2022-03-08 20:46:47,41.7597,86.1469,47.97,31,85,15.82
412,Grindavik,IS,2022-03-08 20:46:47,63.8424,-22.4338,41.47,81,75,23.02
413,Jawhar,SO,2022-03-08 20:46:48,2.7809,45.5005,76.68,82,13,13.31
414,Luan,CH,2022-03-08 20:46:48,46.3592,6.9759,30.38,82,81,3.98
415,Madang,PG,2022-03-08 20:46:49,-5.2246,145.7966,75.72,92,100,4.68
416,Lac Du Bonnet,CA,2022-03-08 20:46:50,50.2536,-96.0612,18.09,92,100,18.45
417,Faya,SA,2022-03-08 20:46:50,18.3851,42.4509,62.71,59,9,1.79
418,Tiarei,PF,2022-03-08 20:46:51,-17.5333,-149.3333,82.42,74,81,12.06
419,Buraydah,SA,2022-03-08 20:46:51,26.326,43.975,72.05,24,97,11.65
420,Vanimo,PG,2022-03-08 20:42:32,-2.6741,141.3028,75.69,88,100,2.91
421,Humberto De Campos,BR,2022-03-08 20:46:52,-2.5983,-43.4611,78.35,85,41,6.55
422,Tigil,RU,2022-03-08 20:46:53,57.8,158.6667,32.02,77,100,9.62
423,Sao Felix Do Xingu,BR,2022-03-08 20:46:53,-6.6447,-51.995,74.07,98,100,1.19
424,Salamiyah,SY,2022-03-08 20:46:54,35.0113,37.0532,53.51,71,100,4.59
425,Port Augusta,AU,2022-03-08 20:46:54,-32.5,137.7667,59.14,64,0,11.72
426,Berdigestyakh,RU,2022-03-08 20:46:55,62.0989,126.6992,-18.78,100,100,1.59
427,Kyshtovka,RU,2022-03-08 20:46:55,56.555,76.6271,-6.25,98,95,7.0
428,Stornoway,GB,2022-03-08 20:46:56,58.2093,-6.3865,45.03,86,40,31.07
429,Denpasar,ID,2022-03-08 20:46:47,-8.65,115.2167,80.26,88,40,8.05
430,Husavik,IS,2022-03-08 20:46:57,66.0449,-17.3389,33.71,77,51,16.75
431,Alta Floresta,BR,2022-03-08 20:46:57,-9.8756,-56.0861,75.02,100,40,5.75
432,Duluth,US,2022-03-08 20:42:13,46.7833,-92.1066,37.04,62,100,18.41
433,Policoro,IT,2022-03-08 20:46:59,40.2115,16.6726,42.91,55,54,1.99
434,Takoradi,GH,2022-03-08 20:46:59,4.8845,-1.7554,80.64,85,25,7.05
435,Nyurba,RU,2022-03-08 20:47:00,63.2842,118.3319,-22.72,100,100,2.91
436,Dzilam Gonzalez,MX,2022-03-08 20:47:00,21.2833,-88.9333,93.36,39,61,8.21
437,Nivala,FI,2022-03-08 20:47:01,63.9167,24.9667,16.84,98,100,2.19
438,Slonim,BY,2022-03-08 20:47:01,53.0867,25.3219,26.94,58,99,4.03
439,Balabac,PH,2022-03-08 20:47:02,7.9868,117.0645,79.12,84,96,9.04
440,Jiaocheng,CN,2022-03-08 20:47:02,24.6774,116.1389,51.37,81,0,1.41
441,Kyabe,TD,2022-03-08 20:47:03,9.4515,18.9449,92.08,15,100,1.21
442,Moree,AU,2022-03-08 20:47:03,-29.4667,149.85,68.02,94,100,6.91
443,Wanning,CN,2022-03-08 20:47:04,18.8003,110.3967,63.1,76,13,5.53
444,Addis Abeba,ET,2022-03-08 20:45:13,9.025,38.7469,60.75,40,62,5.84
445,Port Lincoln,AU,2022-03-08 20:47:05,-34.7333,135.8667,59.81,68,11,17.83
446,Mitsamiouli,KM,2022-03-08 20:43:54,-11.3847,43.2844,81.99,78,92,7.11
447,Baykit,RU,2022-03-08 20:47:06,61.67,96.37,15.66,95,100,8.12
448,Dunedin,NZ,2022-03-08 20:47:06,-45.8742,170.5036,58.8,78,99,1.01
449,Yermakovskoye,RU,2022-03-08 20:47:07,53.2831,92.4003,16.38,71,80,15.46
450,Adrar,MR,2022-03-08 20:47:07,20.5022,-10.0711,69.4,14,35,8.95
451,Skjervoy,NO,2022-03-08 20:47:08,70.0311,20.9714,28.4,62,100,10.49
452,Porlamar,VE,2022-03-08 20:47:08,10.958,-63.8491,80.69,83,100,12.66
453,Zlitan,LY,2022-03-08 20:47:09,32.4674,14.5687,55.56,63,6,15.99
454,Heyang,CN,2022-03-08 20:47:09,26.1011,107.473,50.88,78,2,2.44
455,Zhigansk,RU,2022-03-08 20:47:10,66.7697,123.3711,-19.93,98,29,10.38
456,Youkounkoun,GN,2022-03-08 20:47:10,12.5333,-13.1333,87.37,14,68,5.82
457,Natal,BR,2022-03-08 20:43:30,-5.795,-35.2094,84.85,70,20,16.11
458,Lakatoro,VU,2022-03-08 20:48:11,-16.0999,167.4164,82.96,78,18,5.3
459,Kozhva,RU,2022-03-08 20:48:12,65.1073,57.0459,-6.21,99,95,4.63
460,Markala,ML,2022-03-08 20:48:12,13.7021,-6.0659,80.38,10,64,9.42
461,Sistranda,NO,2022-03-08 20:48:13,63.7256,8.834,39.16,68,100,12.66
462,Baymak,RU,2022-03-08 20:48:14,52.5933,58.3225,11.66,97,100,2.46
463,Sechura,PE,2022-03-08 20:48:14,-5.5569,-80.8222,83.14,59,27,17.63
464,Port Shepstone,ZA,2022-03-08 20:48:15,-30.7414,30.455,72.3,91,100,8.16
465,Batelov,CZ,2022-03-08 20:48:15,49.3143,15.3947,32.63,75,27,3.87
466,Omsukchan,RU,2022-03-08 20:48:16,62.5333,155.8,-2.74,96,100,2.89
467,Linguere,SN,2022-03-08 20:48:16,15.3953,-15.1193,79.95,10,30,10.04
468,Dubrovka,RU,2022-03-08 20:48:17,53.6907,33.5071,24.78,96,93,7.85
469,Ketchikan,US,2022-03-08 20:48:18,55.3422,-131.6461,45.07,36,0,9.22
470,Chabahar,IR,2022-03-08 20:48:19,25.2919,60.643,73.49,83,23,7.05
471,Kita,ML,2022-03-08 20:48:19,13.0349,-9.4895,83.7,18,9,5.95
472,Bayan,CN,2022-03-08 20:48:20,46.0833,127.4,8.64,98,53,0.11
473,Treuchtlingen,DE,2022-03-08 20:48:21,48.95,10.9167,33.35,66,17,4.09
474,Novyy Urengoy,RU,2022-03-08 20:48:21,66.0833,76.6333,-23.33,96,19,13.09
475,Ratnagiri,IN,2022-03-08 20:44:55,16.9833,73.3,77.0,73,9,3.04
476,Parauna,BR,2022-03-08 20:48:22,-16.9478,-50.4486,78.64,71,90,6.17
477,Valdivia,CL,2022-03-08 20:48:22,-39.8142,-73.2459,59.09,70,99,7.74
478,Satun,TH,2022-03-08 20:48:23,6.8333,100.0,78.51,95,100,2.64
479,Kiunga,PG,2022-03-08 20:48:23,-6.1219,141.2906,71.92,100,100,1.36
480,Puerto Penasco,MX,2022-03-08 20:48:24,31.3167,-113.5333,66.9,19,0,8.99
481,Teya,RU,2022-03-08 20:48:25,60.3778,92.6267,-0.74,90,100,9.33
482,Nizwa,OM,2022-03-08 20:48:25,22.9333,57.5333,71.4,45,3,2.95
483,Bilma,NE,2022-03-08 20:48:26,18.6853,12.9164,79.74,7,0,9.84
484,Olinda,BR,2022-03-08 20:48:26,-8.0089,-34.8553,83.93,65,40,8.05
485,Nagapattinam,IN,2022-03-08 20:48:27,10.7667,79.8333,76.82,77,13,7.14
486,La Crosse,US,2022-03-08 20:48:25,43.8014,-91.2396,44.53,46,0,18.41
487,Kuusamo,FI,2022-03-08 20:48:28,65.9667,29.1833,10.44,92,100,2.3
488,Umrala,IN,2022-03-08 20:48:28,21.8333,71.8167,80.65,30,1,4.03
489,Palmerston,AU,2022-03-08 20:48:28,-12.486,130.9833,76.98,79,0,6.91
490,Khani,GE,2022-03-08 20:48:29,41.9563,42.9566,33.37,98,100,1.97
491,Egvekinot,RU,2022-03-08 20:48:29,66.3167,-179.1667,17.26,81,3,9.93
492,Fort Nelson,CA,2022-03-08 20:48:30,58.8053,-122.7002,17.19,73,75,2.3
493,Gustrow,DE,2022-03-08 20:48:30,53.7972,12.1734,36.99,64,20,1.14
494,Birin,NP,2022-03-08 20:48:31,26.8865,88.0718,56.48,35,35,5.75
495,Mason City,US,2022-03-08 20:48:32,43.1536,-93.201,43.32,52,0,17.27
496,Winnemucca,US,2022-03-08 20:48:33,40.973,-117.7357,46.45,42,40,10.36
497,Charters Towers,AU,2022-03-08 20:48:33,-20.1,146.2667,77.65,71,4,9.19
498,Ous,RU,2022-03-08 20:48:34,60.9058,61.5186,-8.7,100,100,2.28
499,Kodoli,IN,2022-03-08 20:48:34,16.8833,74.2,73.85,61,51,4.23
500,Norman Wells,CA,2022-03-08 20:48:35,65.282,-126.8329,8.64,56,75,2.3
501,Ardakan,IR,2022-03-08 20:48:36,32.31,54.0175,57.58,29,47,4.9
502,Sault Sainte Marie,CA,2022-03-08 20:48:37,46.5168,-84.3333,35.42,47,0,21.85
503,Beloyarsk,RU,2022-03-08 20:49:37,53.4461,83.9048,8.11,90,19,9.33
504,Tornio,FI,2022-03-08 20:49:38,65.8481,24.1466,21.22,99,85,1.16
505,Biarritz,FR,2022-03-08 20:49:38,43.4801,-1.5556,49.66,71,20,3.44
506,Pak Chong,TH,2022-03-08 20:49:39,14.708,101.4161,78.69,76,24,2.13
507,Kharp,RU,2022-03-08 20:49:40,66.8014,65.8081,-24.39,91,31,8.75
508,San Juan,AR,2022-03-08 20:49:40,-31.5375,-68.5364,91.27,27,0,9.19
509,San Antonio,US,2022-03-08 20:47:38,29.4241,-98.4936,62.58,49,20,10.36
510,Tessalit,ML,2022-03-08 20:49:41,20.1986,1.0114,68.83,11,55,8.01
511,Nazare,BR,2022-03-08 20:49:42,-13.035,-39.0144,77.5,82,1,5.41
512,Beringovskiy,RU,2022-03-08 20:49:42,63.05,179.3167,19.11,98,90,8.55
513,Saravena,CO,2022-03-08 20:49:43,6.9538,-71.8752,93.09,34,87,0.58
514,Lodja,CD,2022-03-08 20:49:43,-3.4833,23.4333,71.2,98,100,3.29
515,Papillion,US,2022-03-08 20:48:47,41.1544,-96.0422,52.43,38,0,12.66
516,Jacareacanga,BR,2022-03-08 20:49:44,-6.2222,-57.7528,77.2,96,92,1.28
517,Maceio,BR,2022-03-08 20:49:45,-9.6658,-35.7353,83.64,65,40,10.36
518,Izhmorskiy,RU,2022-03-08 20:49:46,56.194,86.6414,3.15,89,100,15.41
519,Kongoussi,BF,2022-03-08 20:49:46,13.3258,-1.5347,81.99,8,17,9.64
520,Anadyr,RU,2022-03-08 20:49:47,64.75,177.4833,21.7,93,20,8.95
521,Rivne,UA,2022-03-08 20:49:47,50.6231,26.2274,25.84,62,40,7.27
522,Chiredzi,ZW,2022-03-08 20:49:48,-21.05,31.6667,73.58,62,12,4.18
523,Mount Isa,AU,2022-03-08 20:49:48,-20.7333,139.5,80.37,39,0,14.97
524,Jalu,LY,2022-03-08 20:49:49,29.0331,21.5482,56.97,81,0,12.93
525,Rawson,AR,2022-03-08 20:49:50,-43.3002,-65.1023,78.66,29,50,39.35
526,Naze,JP,2022-03-08 20:49:50,28.3667,129.4833,53.1,63,10,5.01
527,De Panne,BE,2022-03-08 20:49:50,51.0792,2.5917,44.01,68,1,6.91
528,Watsa,CD,2022-03-08 20:49:51,3.0372,29.5355,72.39,48,82,1.66
529,Waddan,LY,2022-03-08 20:49:52,29.1614,16.139,56.25,65,27,12.77
530,Dunmore East,IE,2022-03-08 20:49:52,52.1514,-6.9861,48.69,73,40,17.27
531,Kitgum,UG,2022-03-08 20:49:53,3.2783,32.8867,78.44,33,17,3.49
